,Votos,Deputado,Partido,Estado,Imagem
0,Arthur Lira,Chiquinho Brazão ,Avante,RJ,https://arte.estadao.com.br/public/placar/img/voter/204476.jpg
1,Arthur Lira,Greyce Elias ,Avante,MG,https://arte.estadao.com.br/public/placar/img/voter/198197.jpg
2,Arthur Lira,Leda Sadala ,Avante,AP,https://arte.estadao.com.br/public/placar/img/voter/204375.jpg
3,Arthur Lira,Luis Tibé ,Avante,MG,https://arte.estadao.com.br/public/placar/img/voter/160510.jpg
4,Arthur Lira,Sebastião Oliveira ,Avante,PE,https://arte.estadao.com.br/public/placar/img/voter/178921.jpg
5,Arthur Lira,Tito ,Avante,BA,https://arte.estadao.com.br/public/placar/img/voter/197438.jpg
6,Arthur Lira,Alan Rick ,DEM,AC,https://arte.estadao.com.br/public/placar/img/voter/178836.jpg
7,Arthur Lira,Arthur Oliveira Maia ,DEM,BA,https://arte.estadao.com.br/public/placar/img/voter/160600.jpg
8,Arthur Lira,Carlos Henrique Gaguim ,DEM,TO,https://arte.estadao.com.br/public/placar/img/voter/178993.jpg
9,Arthur Lira,David Soares ,DEM,SP,https://arte.estadao.com.br/public/placar/img/voter/204511.jpg
10,Arthur Lira,Dr. Zacharias Calil ,DEM,GO,https://arte.estadao.com.br/public/placar/img/voter/204412.jpg
11,Arthur Lira,Elmar Nascimento ,DEM,BA,https://arte.estadao.com.br/public/placar/img/voter/178854.jpg
12,Arthur Lira,Leur Lomanto Júnior ,DEM,BA,https://arte.estadao.com.br/public/placar/img/voter/92102.jpg
13,Arthur Lira,Luis Miranda ,DEM,DF,https://arte.estadao.com.br/public/placar/img/voter/204381.jpg
14,Arthur Lira,Norma Ayub ,DEM,ES,https://arte.estadao.com.br/public/placar/img/voter/66179.jpg
15,Arthur Lira,Onyx Lorenzoni ,DEM,RS,https://arte.estadao.com.br/public/placar/img/voter/74399.jpg
16,Arthur Lira,Pedro Lupion ,DEM,PR,https://arte.estadao.com.br/public/placar/img/voter/204395.jpg
17,Arthur Lira,Tereza Cristina ,DEM,MS,https://arte.estadao.com.br/public/placar/img/voter/178901.jpg
18,Arthur Lira,Daniela do Waguinho ,MDB,RJ,https://arte.estadao.com.br/public/placar/img/voter/204459.jpg
19,Arthur Lira,Osmar Terra ,MDB,RS,https://arte.estadao.com.br/public/placar/img/voter/73692.jpg
20,Arthur Lira,Alcides Rodrigues ,Patriota,GO,https://arte.estadao.com.br/public/placar/img/voter/204413.jpg
21,Arthur Lira,Dr. Frederico ,Patriota,MG,https://arte.estadao.com.br/public/placar/img/voter/204518.jpg
22,Arthur Lira,Fred Costa ,Patriota,MG,https://arte.estadao.com.br/public/placar/img/voter/204494.jpg
23,Arthur Lira,Marreca Filho ,Patriota,MA,https://arte.estadao.com.br/public/placar/img/voter/204566.jpg
24,Arthur Lira,Pastor Eurico ,Patriota,PE,https://arte.estadao.com.br/public/placar/img/voter/160642.jpg
25,Arthur Lira,Roman ,Patriota,PR,https://arte.estadao.com.br/public/placar/img/voter/178930.jpg
26,Arthur Lira,Gil Cutrim ,PDT,MA,https://arte.estadao.com.br/public/placar/img/voter/204575.jpg
27,Arthur Lira,Abílio Santana ,PL,BA,https://arte.estadao.com.br/public/placar/img/voter/204554.jpg
28,Arthur Lira,Aelton Freitas ,PL,MG,https://arte.estadao.com.br/public/placar/img/voter/141372.jpg
29,Arthur Lira,Altineu Côrtes ,PL,RJ,https://arte.estadao.com.br/public/placar/img/voter/178937.jpg
30,Arthur Lira,Bosco Costa ,PL,SE,https://arte.estadao.com.br/public/placar/img/voter/74052.jpg
31,Arthur Lira,Capitão Augusto ,PL,SP,https://arte.estadao.com.br/public/placar/img/voter/178829.jpg
32,Arthur Lira,Capitão Fábio Abreu ,PL,PI,https://arte.estadao.com.br/public/placar/img/voter/178924.jpg
33,Arthur Lira,Cristiano Vale ,PL,PA,https://arte.estadao.com.br/public/placar/img/voter/135054.jpg
34,Arthur Lira,Dr. Jaziel ,PL,CE,https://arte.estadao.com.br/public/placar/img/voter/204481.jpg
35,Arthur Lira,Edio Lopes ,PL,RR,https://arte.estadao.com.br/public/placar/img/voter/141417.jpg
36,Arthur Lira,Fernando Rodolfo ,PL,PE,https://arte.estadao.com.br/public/placar/img/voter/204427.jpg
37,Arthur Lira,Flávia Arruda ,PL,DF,https://arte.estadao.com.br/public/placar/img/voter/204354.jpg
38,Arthur Lira,Gelson Azevedo ,PL,RJ,https://arte.estadao.com.br/public/placar/img/voter/115746.jpg
39,Arthur Lira,Giacobo ,PL,PR,https://arte.estadao.com.br/public/placar/img/voter/74383.jpg
40,Arthur Lira,Giovani Cherini ,PL,RS,https://arte.estadao.com.br/public/placar/img/voter/160673.jpg
41,Arthur Lira,João Carlos Bacelar ,PL,BA,https://arte.estadao.com.br/public/placar/img/voter/141458.jpg
42,Arthur Lira,João Maia ,PL,RN,https://arte.estadao.com.br/public/placar/img/voter/141459.jpg
43,Arthur Lira,Jorge Goetten ,PL,SC,https://arte.estadao.com.br/public/placar/img/voter/214694.jpg
44,Arthur Lira,José Rocha ,PL,BA,https://arte.estadao.com.br/public/placar/img/voter/74554.jpg
45,Arthur Lira,Júnior Mano ,PL,CE,https://arte.estadao.com.br/public/placar/img/voter/204550.jpg
46,Arthur Lira,Lincoln Portela ,PL,MG,https://arte.estadao.com.br/public/placar/img/voter/74585.jpg
47,Arthur Lira,Luiz Carlos Motta ,PL,SP,https://arte.estadao.com.br/public/placar/img/voter/204485.jpg
48,Arthur Lira,Luiz Nishimori ,PL,PR,https://arte.estadao.com.br/public/placar/img/voter/162332.jpg
49,Arthur Lira,Magda Mofatto ,PL,GO,https://arte.estadao.com.br/public/placar/img/voter/166402.jpg
50,Arthur Lira,Marcelo Ramos ,PL,AM,https://arte.estadao.com.br/public/placar/img/voter/204556.jpg
51,Arthur Lira,Marcio Alvino ,PL,SP,https://arte.estadao.com.br/public/placar/img/voter/178983.jpg
52,Arthur Lira,Miguel Lombardi ,PL,SP,https://arte.estadao.com.br/public/placar/img/voter/178985.jpg
53,Arthur Lira,Pastor Gil ,PL,MA,https://arte.estadao.com.br/public/placar/img/voter/204570.jpg
54,Arthur Lira,Policial Katia Sastre ,PL,SP,https://arte.estadao.com.br/public/placar/img/voter/204529.jpg
55,Arthur Lira,Raimundo Costa ,PL,BA,https://arte.estadao.com.br/public/placar/img/voter/204567.jpg
56,Arthur Lira,Sergio Toledo ,PL,AL,https://arte.estadao.com.br/public/placar/img/voter/204438.jpg
57,Arthur Lira,Soraya Santos ,PL,RJ,https://arte.estadao.com.br/public/placar/img/voter/178946.jpg
58,Arthur Lira,Valdevan Noventa ,PL,SE,https://arte.estadao.com.br/public/placar/img/voter/204385.jpg
59,Arthur Lira,Vicentinho Júnior ,PL,TO,https://arte.estadao.com.br/public/placar/img/voter/137070.jpg
60,Arthur Lira,Vinicius Gurgel ,PL,AP,https://arte.estadao.com.br/public/placar/img/voter/160591.jpg
61,Arthur Lira,Wellington Roberto ,PL,PB,https://arte.estadao.com.br/public/placar/img/voter/74043.jpg
62,Arthur Lira,Zé Vitor ,PL,MG,https://arte.estadao.com.br/public/placar/img/voter/204517.jpg
63,Arthur Lira,Bacelar ,PODE,BA,https://arte.estadao.com.br/public/placar/img/voter/69871.jpg
64,Arthur Lira,Diego Garcia ,PODE,PR,https://arte.estadao.com.br/public/placar/img/voter/178929.jpg
65,Arthur Lira,José Medeiros ,PODE,MT,https://arte.estadao.com.br/public/placar/img/voter/204472.jpg
66,Arthur Lira,José Nelto ,PODE,GO,https://arte.estadao.com.br/public/placar/img/voter/204391.jpg
67,Arthur Lira,Renata Abreu ,PODE,SP,https://arte.estadao.com.br/public/placar/img/voter/178989.jpg
68,Arthur Lira,Ricardo Teobaldo ,PODE,PE,https://arte.estadao.com.br/public/placar/img/voter/178920.jpg
69,Arthur Lira,Roberto de Lucena ,PODE,SP,https://arte.estadao.com.br/public/placar/img/voter/160653.jpg
70,Arthur Lira,Adriano do Baldy ,PP,GO,https://arte.estadao.com.br/public/placar/img/voter/121948.jpg
71,Arthur Lira,Afonso Hamm ,PP,RS,https://arte.estadao.com.br/public/placar/img/voter/136811.jpg
72,Arthur Lira,AJ Albuquerque ,PP,CE,https://arte.estadao.com.br/public/placar/img/voter/204549.jpg
73,Arthur Lira,André Abdon ,PP,AP,https://arte.estadao.com.br/public/placar/img/voter/178831.jpg
74,Arthur Lira,André Fufuca ,PP,MA,https://arte.estadao.com.br/public/placar/img/voter/178882.jpg
75,Arthur Lira,Angela Amin ,PP,SC,https://arte.estadao.com.br/public/placar/img/voter/73696.jpg
76,Arthur Lira,Arthur Lira ,PP,AL,https://arte.estadao.com.br/public/placar/img/voter/160541.jpg
77,Arthur Lira,Átila Lins ,PP,AM,https://arte.estadao.com.br/public/placar/img/voter/74090.jpg
78,Arthur Lira,Átila Lira ,PP,PI,https://arte.estadao.com.br/public/placar/img/voter/74459.jpg
79,Arthur Lira,Beto Rosado ,PP,RN,https://arte.estadao.com.br/public/placar/img/voter/178948.jpg
80,Arthur Lira,Cacá Leão ,PP,BA,https://arte.estadao.com.br/public/placar/img/voter/93083.jpg
81,Arthur Lira,Celina Leão ,PP,DF,https://arte.estadao.com.br/public/placar/img/voter/204380.jpg
82,Arthur Lira,Christino Aureo ,PP,RJ,https://arte.estadao.com.br/public/placar/img/voter/204440.jpg
83,Arthur Lira,Claudio Cajado ,PP,BA,https://arte.estadao.com.br/public/placar/img/voter/74537.jpg
84,Arthur Lira,Dimas Fabiano ,PP,MG,https://arte.estadao.com.br/public/placar/img/voter/160599.jpg
85,Arthur Lira,Dr. Luiz Antonio Teixeira Jr. ,PP,RJ,https://arte.estadao.com.br/public/placar/img/voter/204450.jpg
86,Arthur Lira,Eduardo da Fonte ,PP,PE,https://arte.estadao.com.br/public/placar/img/voter/141421.jpg
87,Arthur Lira,Evair Vieira de Melo ,PP,ES,https://arte.estadao.com.br/public/placar/img/voter/178871.jpg
88,Arthur Lira,Fausto Pinato ,PP,SP,https://arte.estadao.com.br/public/placar/img/voter/66828.jpg
89,Arthur Lira,Fernando Monteiro ,PP,PE,https://arte.estadao.com.br/public/placar/img/voter/92699.jpg
90,Arthur Lira,Franco Cartafina ,PP,MG,https://arte.estadao.com.br/public/placar/img/voter/204510.jpg
91,Arthur Lira,Guilherme Derrite ,PP,SP,https://arte.estadao.com.br/public/placar/img/voter/204531.jpg
92,Arthur Lira,Guilherme Mussi ,PP,SP,https://arte.estadao.com.br/public/placar/img/voter/160667.jpg
93,Arthur Lira,Hiran Gonçalves ,PP,RR,https://arte.estadao.com.br/public/placar/img/voter/178959.jpg
94,Arthur Lira,Iracema Portella ,PP,PI,https://arte.estadao.com.br/public/placar/img/voter/67138.jpg
95,Arthur Lira,Jaqueline Cassol ,PP,RO,https://arte.estadao.com.br/public/placar/img/voter/108338.jpg
96,Arthur Lira,Jerônimo Goergen ,PP,RS,https://arte.estadao.com.br/public/placar/img/voter/160570.jpg
97,Arthur Lira,Laercio Oliveira ,PP,SE,https://arte.estadao.com.br/public/placar/img/voter/151208.jpg
98,Arthur Lira,Marcelo Aro ,PP,MG,https://arte.estadao.com.br/public/placar/img/voter/146788.jpg
99,Arthur Lira,Margarete Coelho ,PP,PI,https://arte.estadao.com.br/public/placar/img/voter/204430.jpg
100,Arthur Lira,Mário Negromonte Jr. ,PP,BA,https://arte.estadao.com.br/public/placar/img/voter/178858.jpg
101,Arthur Lira,Neri Geller ,PP,MT,https://arte.estadao.com.br/public/placar/img/voter/146307.jpg
102,Arthur Lira,Pedro Westphalen ,PP,RS,https://arte.estadao.com.br/public/placar/img/voter/204406.jpg
103,Arthur Lira,Pinheirinho ,PP,MG,https://arte.estadao.com.br/public/placar/img/voter/204524.jpg
104,Arthur Lira,Professor Alcides ,PP,GO,https://arte.estadao.com.br/public/placar/img/voter/204390.jpg
105,Arthur Lira,Ricardo Barros ,PP,PR,https://arte.estadao.com.br/public/placar/img/voter/73788.jpg
106,Arthur Lira,Ricardo Izar ,PP,SP,https://arte.estadao.com.br/public/placar/img/voter/160655.jpg
107,Arthur Lira,Ronaldo Carletto ,PP,BA,https://arte.estadao.com.br/public/placar/img/voter/178861.jpg
108,Arthur Lira,Schiavinato ,PP,PR,https://arte.estadao.com.br/public/placar/img/voter/204399.jpg
109,Arthur Lira,Boca Aberta ,PROS,PR,https://arte.estadao.com.br/public/placar/img/voter/204397.jpg
110,Arthur Lira,Capitão Wagner ,PROS,CE,https://arte.estadao.com.br/public/placar/img/voter/204487.jpg
111,Arthur Lira,Clarissa Garotinho ,PROS,RJ,https://arte.estadao.com.br/public/placar/img/voter/178939.jpg
112,Arthur Lira,Eros Biondini ,PROS,MG,https://arte.estadao.com.br/public/placar/img/voter/160640.jpg
113,Arthur Lira,Felipe Carreras ,PSB,PE,https://arte.estadao.com.br/public/placar/img/voter/72442.jpg
114,Arthur Lira,Liziane Bayer ,PSB,RS,https://arte.estadao.com.br/public/placar/img/voter/204405.jpg
115,Arthur Lira,Aluisio Mendes ,PSC,MA,https://arte.estadao.com.br/public/placar/img/voter/178881.jpg
116,Arthur Lira,André Ferreira ,PSC,PE,https://arte.estadao.com.br/public/placar/img/voter/204423.jpg
117,Arthur Lira,Gilberto Nascimento ,PSC,SP,https://arte.estadao.com.br/public/placar/img/voter/74270.jpg
118,Arthur Lira,Glaustin da Fokus ,PSC,GO,https://arte.estadao.com.br/public/placar/img/voter/204419.jpg
119,Arthur Lira,Lauriete ,PSC,ES,https://arte.estadao.com.br/public/placar/img/voter/160534.jpg
120,Arthur Lira,Osires Damaso ,PSC,TO,https://arte.estadao.com.br/public/placar/img/voter/204363.jpg
121,Arthur Lira,Otoni de Paula ,PSC,RJ,https://arte.estadao.com.br/public/placar/img/voter/204441.jpg
122,Arthur Lira,Paulo Eduardo Martins ,PSC,PR,https://arte.estadao.com.br/public/placar/img/voter/193726.jpg
123,Arthur Lira,Ricardo da Karol ,PSC,RJ,https://arte.estadao.com.br/public/pages/dn/gz/q7/0e/o2/40/outros-candidatos.png
124,Arthur Lira,André de Paula ,PSD,PE,https://arte.estadao.com.br/public/placar/img/voter/74471.jpg
125,Arthur Lira,Antonio Brito ,PSD,BA,https://arte.estadao.com.br/public/placar/img/voter/160553.jpg
126,Arthur Lira,Cezinha de Madureira ,PSD,SP,https://arte.estadao.com.br/public/placar/img/voter/204504.jpg
127,Arthur Lira,Darci de Matos ,PSD,SC,https://arte.estadao.com.br/public/placar/img/voter/116379.jpg
128,Arthur Lira,Delegado Éder Mauro ,PSD,PA,https://arte.estadao.com.br/public/placar/img/voter/178908.jpg
129,Arthur Lira,Diego Andrade ,PSD,MG,https://arte.estadao.com.br/public/placar/img/voter/160588.jpg
130,Arthur Lira,Domingos Neto ,PSD,CE,https://arte.estadao.com.br/public/placar/img/voter/143632.jpg
131,Arthur Lira,Edilázio Júnior ,PSD,MA,https://arte.estadao.com.br/public/placar/img/voter/204562.jpg
132,Arthur Lira,Expedito Netto ,PSD,RO,https://arte.estadao.com.br/public/placar/img/voter/178953.jpg
133,Arthur Lira,Fabio Faria ,PSD,RN,https://arte.estadao.com.br/public/placar/img/voter/141428.jpg
134,Arthur Lira,Fábio Mitidieri ,PSD,SE,https://arte.estadao.com.br/public/placar/img/voter/178969.jpg
135,Arthur Lira,Flordelis ,PSD,RJ,https://arte.estadao.com.br/public/placar/img/voter/204447.jpg
136,Arthur Lira,Francisco Jr. ,PSD,GO,https://arte.estadao.com.br/public/placar/img/voter/204392.jpg
137,Arthur Lira,Haroldo Cathedral ,PSD,RR,https://arte.estadao.com.br/public/placar/img/voter/204465.jpg
138,Arthur Lira,Hugo Leal ,PSD,RJ,https://arte.estadao.com.br/public/placar/img/voter/141450.jpg
139,Arthur Lira,Joaquim Passarinho ,PSD,PA,https://arte.estadao.com.br/public/placar/img/voter/178910.jpg
140,Arthur Lira,José Nunes ,PSD,BA,https://arte.estadao.com.br/public/placar/img/voter/160619.jpg
141,Arthur Lira,Júlio Cesar ,PSD,PI,https://arte.estadao.com.br/public/placar/img/voter/74317.jpg
142,Arthur Lira,Júnior Ferrari ,PSD,PA,https://arte.estadao.com.br/public/placar/img/voter/204497.jpg
143,Arthur Lira,Marco Bertaiolli ,PSD,SP,https://arte.estadao.com.br/public/placar/img/voter/204522.jpg
144,Arthur Lira,Marx Beltrão ,PSD,AL,https://arte.estadao.com.br/public/placar/img/voter/178843.jpg
145,Arthur Lira,Misael Varella ,PSD,MG,https://arte.estadao.com.br/public/placar/img/voter/178895.jpg
146,Arthur Lira,Neucimar Fraga ,PSD,ES,https://arte.estadao.com.br/public/placar/img/voter/74165.jpg
147,Arthur Lira,Otto Alencar Filho ,PSD,BA,https://arte.estadao.com.br/public/placar/img/voter/204573.jpg
148,Arthur Lira,Paulo Magalhães ,PSD,BA,https://arte.estadao.com.br/public/placar/img/voter/74574.jpg
149,Arthur Lira,Pedro Augusto ,PSD,RJ,https://arte.estadao.com.br/public/pages/dn/gz/q7/0e/o2/40/outros-candidatos.png
150,Arthur Lira,Reinhold Stephanes Junior ,PSD,PR,https://arte.estadao.com.br/public/placar/img/voter/205865.jpg
151,Arthur Lira,Sérgio Brito ,PSD,BA,https://arte.estadao.com.br/public/placar/img/voter/73808.jpg
152,Arthur Lira,Sidney Leite ,PSD,AM,https://arte.estadao.com.br/public/placar/img/voter/204557.jpg
153,Arthur Lira,Stefano Aguiar ,PSD,MG,https://arte.estadao.com.br/public/placar/img/voter/92776.jpg
154,Arthur Lira,Vermelho ,PSD,PR,https://arte.estadao.com.br/public/placar/img/voter/204396.jpg
155,Arthur Lira,Adolfo Viana ,PSDB,BA,https://arte.estadao.com.br/public/placar/img/voter/204560.jpg
156,Arthur Lira,Celso Sabino ,PSDB,PA,https://arte.estadao.com.br/public/placar/img/voter/204496.jpg
157,Arthur Lira,Edna Henrique ,PSDB,PB,https://arte.estadao.com.br/public/placar/img/voter/204421.jpg
158,Arthur Lira,Luiz Carlos ,PSDB,AP,https://arte.estadao.com.br/public/placar/img/voter/160645.jpg
159,Arthur Lira,Mara Rocha ,PSDB,AC,https://arte.estadao.com.br/public/placar/img/voter/204471.jpg
160,Arthur Lira,Pedro Cunha Lima ,PSDB,PB,https://arte.estadao.com.br/public/placar/img/voter/178912.jpg
161,Arthur Lira,Rose Modesto ,PSDB,MS,https://arte.estadao.com.br/public/placar/img/voter/204357.jpg
162,Arthur Lira,Alê Silva ,PSL,MG,https://arte.estadao.com.br/public/placar/img/voter/204545.jpg
163,Arthur Lira,Aline Sleutjes ,PSL,PR,https://arte.estadao.com.br/public/placar/img/voter/204400.jpg
164,Arthur Lira,Bia Kicis ,PSL,DF,https://arte.estadao.com.br/public/placar/img/voter/204374.jpg
165,Arthur Lira,Bibo Nunes ,PSL,RS,https://arte.estadao.com.br/public/placar/img/voter/204388.jpg
166,Arthur Lira,Carla Zambelli ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/204507.jpg
167,Arthur Lira,Carlos Jordy ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204460.jpg
168,Arthur Lira,Caroline de Toni ,PSL,SC,https://arte.estadao.com.br/public/placar/img/voter/204369.jpg
169,Arthur Lira,Chris Tonietto ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204462.jpg
170,Arthur Lira,Coronel Armando ,PSL,SC,https://arte.estadao.com.br/public/placar/img/voter/204376.jpg
171,Arthur Lira,Coronel Chrisóstomo ,PSL,RO,https://arte.estadao.com.br/public/placar/img/voter/204378.jpg
172,Arthur Lira,Coronel Tadeu ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/204514.jpg
173,Arthur Lira,Daniel Freitas ,PSL,SC,https://arte.estadao.com.br/public/placar/img/voter/204367.jpg
174,Arthur Lira,Daniel Silveira ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204454.jpg
175,Arthur Lira,Delegado Antônio Furtado ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204451.jpg
176,Arthur Lira,Dr. Luiz Ovando ,PSL,MS,https://arte.estadao.com.br/public/placar/img/voter/204351.jpg
177,Arthur Lira,Dra. Soraya Manato ,PSL,ES,https://arte.estadao.com.br/public/placar/img/voter/81297.jpg
178,Arthur Lira,Eduardo Bolsonaro ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/92346.jpg
179,Arthur Lira,Filipe Barros ,PSL,PR,https://arte.estadao.com.br/public/placar/img/voter/204411.jpg
180,Arthur Lira,General Girão ,PSL,RN,https://arte.estadao.com.br/public/placar/img/voter/204473.jpg
181,Arthur Lira,Guiga Peixoto ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/204513.jpg
182,Arthur Lira,Helio Lopes ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204444.jpg
183,Arthur Lira,Junio Amaral ,PSL,MG,https://arte.estadao.com.br/public/placar/img/voter/204520.jpg
184,Arthur Lira,Léo Motta ,PSL,MG,https://arte.estadao.com.br/public/placar/img/voter/204547.jpg
185,Arthur Lira,Lourival Gomes ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/196358.jpg
186,Arthur Lira,Luiz Lima ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204455.jpg
187,Arthur Lira,Luiz Philippe de Orleans e Bragança ,PSL,SP,https://arte.estadao.com.br/public/placar/img/voter/204526.jpg
188,Arthur Lira,Major Fabiana ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204458.jpg
189,Arthur Lira,Marcelo Álvaro Antônio ,PSL,MG,https://arte.estadao.com.br/public/placar/img/voter/179000.jpg
190,Arthur Lira,Márcio Labre ,PSL,RJ,https://arte.estadao.com.br/public/placar/img/voter/204452.jpg
191,Arthur Lira,Nelson Barbudo ,PSL,MT,https://arte.estadao.com.br/public/placar/img/voter/204449.jpg
192,Arthur Lira,Nicoletti ,PSL,RR,https://arte.estadao.com.br/public/placar/img/voter/204479.jpg
193,Arthur Lira,Sanderson ,PSL,RS,https://arte.estadao.com.br/public/placar/img/voter/204416.jpg
194,Arthur Lira,Vitor Hugo ,PSL,GO,https://arte.estadao.com.br/public/placar/img/voter/179587.jpg
195,Arthur Lira,Luisa Canziani ,PTB,PR,https://arte.estadao.com.br/public/placar/img/voter/204410.jpg
196,Arthur Lira,Marcelo Moraes ,PTB,RS,https://arte.estadao.com.br/public/placar/img/voter/133810.jpg
197,Arthur Lira,Paulo Bengtson ,PTB,PA,https://arte.estadao.com.br/public/placar/img/voter/204538.jpg
198,Arthur Lira,Aline Gurgel ,Republicanos,AP,https://arte.estadao.com.br/public/placar/img/voter/204353.jpg
199,Arthur Lira,Amaro Neto ,Republicanos,ES,https://arte.estadao.com.br/public/placar/img/voter/204356.jpg
200,Arthur Lira,Aroldo Martins ,Republicanos,PR,https://arte.estadao.com.br/public/placar/img/voter/204414.jpg
201,Arthur Lira,Benes Leocádio ,Republicanos,RN,https://arte.estadao.com.br/public/placar/img/voter/109429.jpg
202,Arthur Lira,Capitão Alberto Neto ,Republicanos,AM,https://arte.estadao.com.br/public/placar/img/voter/204572.jpg
203,Arthur Lira,Carlos Gomes ,Republicanos,RS,https://arte.estadao.com.br/public/placar/img/voter/178962.jpg
204,Arthur Lira,Celso Russomanno ,Republicanos,SP,https://arte.estadao.com.br/public/placar/img/voter/73441.jpg
205,Arthur Lira,Cleber Verde ,Republicanos,MA,https://arte.estadao.com.br/public/placar/img/voter/141408.jpg
206,Arthur Lira,Gilberto Abramo ,Republicanos,MG,https://arte.estadao.com.br/public/placar/img/voter/204491.jpg
207,Arthur Lira,Hélio Costa ,Republicanos,SC,https://arte.estadao.com.br/public/placar/img/voter/204373.jpg
208,Arthur Lira,Hugo Motta ,Republicanos,PB,https://arte.estadao.com.br/public/placar/img/voter/160674.jpg
209,Arthur Lira,Jhonatan de Jesus ,Republicanos,RR,https://arte.estadao.com.br/public/placar/img/voter/160531.jpg
210,Arthur Lira,João Campos ,Republicanos,GO,https://arte.estadao.com.br/public/placar/img/voter/74366.jpg
211,Arthur Lira,João Roma ,Republicanos,BA,https://arte.estadao.com.br/public/placar/img/voter/204576.jpg
212,Arthur Lira,Jorge Braz ,Republicanos,RJ,https://arte.estadao.com.br/public/placar/img/voter/205550.jpg
213,Arthur Lira,Julio Cesar Ribeiro ,Republicanos,DF,https://arte.estadao.com.br/public/placar/img/voter/204372.jpg
214,Arthur Lira,Lafayette de Andrada ,Republicanos,MG,https://arte.estadao.com.br/public/placar/img/voter/98057.jpg
215,Arthur Lira,Luizão Goulart ,Republicanos,PR,https://arte.estadao.com.br/public/placar/img/voter/204418.jpg
216,Arthur Lira,Márcio Marinho ,Republicanos,BA,https://arte.estadao.com.br/public/placar/img/voter/150418.jpg
217,Arthur Lira,Marcos Pereira ,Republicanos,SP,https://arte.estadao.com.br/public/placar/img/voter/204506.jpg
218,Arthur Lira,Maria Rosas ,Republicanos,SP,https://arte.estadao.com.br/public/placar/img/voter/204540.jpg
219,Arthur Lira,Milton Vieira ,Republicanos,SP,https://arte.estadao.com.br/public/placar/img/voter/154178.jpg
220,Arthur Lira,Ossesio Silva ,Republicanos,PE,https://arte.estadao.com.br/public/placar/img/voter/204422.jpg
221,Arthur Lira,Pr. Marco Feliciano ,Republicanos,SP,https://arte.estadao.com.br/public/placar/img/voter/160601.jpg
222,Arthur Lira,Roberto Alves ,Republicanos,SP,https://arte.estadao.com.br/public/placar/img/voter/152610.jpg
223,Arthur Lira,Rosangela Gomes ,Republicanos,RJ,https://arte.estadao.com.br/public/placar/img/voter/178945.jpg
224,Arthur Lira,Severino Pessoa ,Republicanos,AL,https://arte.estadao.com.br/public/placar/img/voter/204437.jpg
225,Arthur Lira,Silas Câmara ,Republicanos,AM,https://arte.estadao.com.br/public/placar/img/voter/74356.jpg
226,Arthur Lira,Silvio Costa Filho ,Republicanos,PE,https://arte.estadao.com.br/public/placar/img/voter/204425.jpg
227,Arthur Lira,Vavá Martins ,Republicanos,PA,https://arte.estadao.com.br/public/placar/img/voter/204505.jpg
228,Arthur Lira,Vinicius Carvalho ,Republicanos,SP,https://arte.estadao.com.br/public/placar/img/voter/141555.jpg
229,Arthur Lira,Bosco Saraiva ,Solidariedade,AM,https://arte.estadao.com.br/public/placar/img/voter/204551.jpg
230,Arthur Lira,Dra. Vanda Milani ,Solidariedade,AC,https://arte.estadao.com.br/public/placar/img/voter/204434.jpg
231,Arthur Lira,Eli Borges ,Solidariedade,TO,https://arte.estadao.com.br/public/placar/img/voter/204364.jpg
232,Arthur Lira,Gustinho Ribeiro ,Solidariedade,SE,https://arte.estadao.com.br/public/placar/img/voter/204408.jpg
233,Arthur Lira,Marina Santos ,Solidariedade,PI,https://arte.estadao.com.br/public/placar/img/voter/204432.jpg
234,Arthur Lira,Ottaci Nascimento ,Solidariedade,RR,https://arte.estadao.com.br/public/placar/img/voter/204475.jpg
235,Arthur Lira,Tiago Dimas ,Solidariedade,TO,https://arte.estadao.com.br/public/placar/img/voter/143084.jpg
236,Arthur Lira,Zé Silva ,Solidariedade,MG,https://arte.estadao.com.br/public/placar/img/voter/160632.jpg
237,Baleia Rossi,Arnaldo Jardim ,Cidadania,SP,https://arte.estadao.com.br/public/placar/img/voter/141391.jpg
238,Baleia Rossi,Daniel Coelho ,Cidadania,PE,https://arte.estadao.com.br/public/placar/img/voter/178916.jpg
239,Baleia Rossi,Marcelo Calero ,Cidadania,RJ,https://arte.estadao.com.br/public/placar/img/voter/204433.jpg
240,Baleia Rossi,Rubens Bueno ,Cidadania,PR,https://arte.estadao.com.br/public/placar/img/voter/73466.jpg
241,Baleia Rossi,Alexandre Leite ,DEM,SP,https://arte.estadao.com.br/public/placar/img/voter/160545.jpg
