codigo_municipio;nome_municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
3119203;Coroaci (MG);13981;4486;4779;4855;6133;5677;13462;9102;10019;16574;4918;9211;14100;19635;14723;14608;20461
3119302;Coromandel (MG);52708;64959;85238;87226;101840;120676;132888;148736;186056;249258;292722;274635;315097;291262;372426;320844;375088
3119401;Coronel Fabriciano (MG);5424;869;2878;3433;2900;4259;6116;3699;2386;2082;2718;2546;2997;4067;11413;7075;7719
3119500;Coronel Murta (MG);1695;1833;2015;1951;1968;2286;2121;2426;2928;3450;3641;4166;6261;6082;5505;4891;4406
3119609;Coronel Pacheco (MG);2140;1784;2461;2491;2377;3169;3607;3671;3314;3570;3847;5837;8117;7741;8918;8686;9041
3119708;Coronel Xavier Chaves (MG);2948;3264;3803;3618;3504;3926;4434;5667;7083;9249;9562;10565;10482;10439;18105;12666;13201
3119807;Córrego Danta (MG);4226;5348;6174;11293;12303;13053;7969;10712;9449;16994;22275;26558;16274;15672;14687;26660;26229
3119906;Córrego do Bom Jesus (MG);1426;1685;1929;1978;2130;2049;2273;2299;2453;2896;3121;3631;3451;4012;4692;2438;2398
3119955;Córrego Fundo (MG);2312;2583;3101;3252;3761;9052;7598;7640;8093;10016;9120;27907;35213;12889;10004;8890;8006
3120003;Córrego Novo (MG);1101;2657;2290;2672;2558;6613;6993;6903;6364;4086;3110;3802;9530;5780;9792;5964;2994
3120102;Couto de Magalhães de Minas (MG);675;815;867;777;740;1075;930;1069;949;917;1075;8341;3964;10581;2864;2001;5063
3120151;Crisólita (MG);4470;5575;6786;6503;6899;7709;8920;8877;8015;8789;9226;11656;12215;12194;14730;12591;11673
3120201;Cristais (MG);14745;19764;28018;22271;25890;25328;25633;24582;26576;52535;40797;32152;37346;48893;84008;64870;46584
3120300;Cristália (MG);1948;2051;3099;3434;3559;3882;4851;5261;7732;10923;50028;25502;6728;2565;2670;2205;2015
3120409;Cristiano Otoni (MG);1946;2792;3181;2961;3086;3243;3862;3957;5349;7377;6056;8945;11091;9918;16158;12632;10866
3120508;Cristina (MG);7636;10287;11411;13441;12840;13362;12488;16868;18346;28730;23139;24701;24823;27402;37269;34885;29219
3120607;Crucilândia (MG);2304;3001;3721;3519;3658;4030;5053;5712;5686;7082;7146;7800;8165;7813;9604;7469;7277
3120706;Cruzeiro da Fortaleza (MG);4914;6132;7762;7677;7685;9297;11459;13178;14250;18394;23293;22278;27226;26547;38375;35929;34619
3120805;Cruzília (MG);5944;6760;8229;8211;6943;10488;10591;10989;12546;16008;20146;21604;21889;27079;31405;20805;20982
3120839;Cuparaque (MG);2164;2087;2555;2335;2621;2934;3605;3724;3393;4601;4682;4869;6166;6631;7721;5532;5900
3120870;Curral de Dentro (MG);14597;17045;26649;19360;3559;2910;4359;12676;10953;2392;3187;12825;13842;11636;11786;5317;6189
3120904;Curvelo (MG);20722;21286;61412;32915;32281;165710;70939;77066;116328;104677;126682;191211;140481;132019;127445;93423;147619
3121001;Datas (MG);1140;1325;1500;1643;1840;1961;2595;3271;3459;3843;6212;11917;11266;10036;9719;5468;6258
3121100;Delfim Moreira (MG);9811;7985;12192;8915;11763;14047;8713;19817;14088;14948;11179;13447;20183;21361;21911;23594;18950
3121209;Delfinópolis (MG);8910;13488;16648;17303;19294;22522;31342;33960;33675;59847;45460;48605;51159;44212;71981;60039;59603
3121258;Delta (MG);5896;4618;8266;6854;13739;13048;10926;7636;8311;13263;13626;14401;12766;10628;16281;22233;14259
3121308;Descoberto (MG);2315;2788;3330;2859;2698;3824;4022;3947;3676;3985;4210;4814;5074;4364;5102;4600;4284
3121407;Desterro de Entre Rios (MG);1938;4856;4492;4151;4148;5551;5809;4567;5426;8273;7332;11670;12219;10535;17095;11310;11990
3121506;Desterro do Melo (MG);1967;1982;2475;2652;2770;2839;3527;4002;4418;5652;5406;6842;6599;7065;8473;6411;5573
3121605;Diamantina (MG);3186;3830;4240;4973;5096;5534;7079;7199;7128;9304;16260;38787;25372;33409;25426;9709;11225
3121704;Diogo de Vasconcelos (MG);1138;1659;1531;1426;1691;2669;2386;3487;3242;3922;4848;6278;3922;3874;5276;2604;2668
3121803;Dionísio (MG);1672;3212;3066;3647;2429;2994;4844;6908;7291;7453;5708;8962;9542;8846;8956;17042;21934
3121902;Divinésia (MG);1079;1727;2863;3023;3221;3739;4246;4841;3410;4964;6078;8602;7004;4592;5863;4152;4441
3122009;Divino (MG);8050;10551;15485;16211;17292;12742;17002;18656;17732;48969;43814;30241;31026;42526;47589;34495;31104
3122108;Divino das Laranjeiras (MG);1888;2409;2863;2670;2825;3728;4102;4181;3902;4378;4754;6221;6097;6466;6765;4632;4301
3122207;Divinolândia de Minas (MG);1118;5932;7024;5518;3038;1909;6046;3965;2442;2801;2001;9604;5986;6751;5985;7089;9975
3122306;Divinópolis (MG);13542;20693;22762;22243;23265;23666;27276;29902;36001;44359;39977;52533;50380;50627;61442;61542;53141
3122355;Divisa Alegre (MG);411;518;595;750;1507;1939;2490;5754;7838;37139;5142;2628;3362;3344;3515;1683;1876
3122405;Divisa Nova (MG);7177;7622;13271;8364;12709;10311;13909;12206;15099;19465;18749;16350;17832;17872;27292;26631;24562
3122454;Divisópolis (MG);5483;3506;5394;4678;4622;8213;8067;8661;8875;14839;8212;7754;10210;5331;7901;6652;8327
3122470;Dom Bosco (MG);3370;4751;5191;6318;6355;6449;7819;8697;8215;9656;10917;12078;13376;13376;16442;14290;12799
3122504;Dom Cavati (MG);863;927;974;1023;946;1320;1727;1682;1707;2113;2000;2187;2415;2044;2290;1111;1046
3122603;Dom Joaquim (MG);1426;1735;2232;2319;2443;2805;2963;3201;3228;3417;3094;3745;4255;3827;4950;4212;4160
3122702;Dom Silvério (MG);1796;2273;3321;3242;2884;3784;4938;6193;4695;5631;4221;5184;5763;5991;9643;5547;4365
3122801;Dom Viçoso (MG);1293;2145;2419;3015;2491;2809;2472;2829;3530;3835;3685;4820;5391;4470;5943;5026;4463
3122900;Dona Eusébia (MG);3285;4136;4419;4726;4682;4430;4707;5659;7353;9212;9431;10426;9933;11287;15194;20883;13921
3123007;Dores de Campos (MG);601;578;708;747;936;1095;1273;1532;1611;1885;1699;5040;3819;2942;2106;2733;4457
3123106;Dores de Guanhães (MG);1855;2375;2990;2860;2353;2110;2279;2398;2586;4641;2985;5306;5372;6236;6423;5141;4875
3123205;Dores do Indaiá (MG);9757;12558;14067;12973;13132;15412;15042;14741;14502;18110;16637;22617;21339;20224;23622;20721;20645
3123304;Dores do Turvo (MG);2365;3025;3679;3767;4522;4942;5507;4366;4525;5082;14948;13411;14392;7336;9207;8561;7416
3123403;Doresópolis (MG);2155;2567;2903;2921;4016;3401;3064;4122;3790;5173;4822;5815;6396;6929;9180;6187;6515
3123502;Douradoquara (MG);2360;2960;3627;3631;3619;4003;4986;5987;11301;13450;13685;17738;21458;21363;17586;12946;13085
3123528;Durandé (MG);11267;8532;12039;10598;13733;13134;14154;15744;15736;31865;26458;18410;25095;24281;34496;20395;25468
3123601;Elói Mendes (MG);24760;16738;46106;27008;35080;20036;37159;36268;46459;71066;48417;36741;56957;49361;93274;61467;59653
3123700;Engenheiro Caldas (MG);2071;2309;2719;2731;2767;3511;3512;10873;9557;5575;5378;7661;8337;7762;9819;6839;6242
3123809;Engenheiro Navarro (MG);2772;3570;4178;4397;4354;4659;5685;6398;6373;6713;69772;7551;7588;7346;8735;8937;7833
3123858;Entre Folhas (MG);1003;1179;1593;1859;1729;1518;1870;1885;1999;3331;3450;3749;4763;4570;5821;3024;2975
3123908;Entre Rios de Minas (MG);3561;6284;6518;6803;9979;14262;15139;12202;12712;15593;12669;18913;16326;17965;25529;14407;12485
3124005;Ervália (MG);14342;15871;20483;23227;32250;27958;37893;30607;40730;60692;59159;79382;96537;95451;119706;67910;77152
3124104;Esmeraldas (MG);10147;12503;15004;16859;14854;26185;31478;27523;29616;23503;25331;28910;30067;33068;36334;27989;24573
3124203;Espera Feliz (MG);8350;12939;17425;18002;24225;15248;28693;21481;26869;61399;32815;33266;35420;46969;69085;42737;50589
3124302;Espinosa (MG);3455;3561;6396;5717;4908;7279;8718;10168;10519;11462;11256;10381;12285;12463;17013;9688;8879
3124401;Espírito Santo do Dourado (MG);5592;5253;6717;6800;9478;7159;9961;9330;10404;15895;14920;14729;16170;16795;24439;13021;14707
3124500;Estiva (MG);11624;13053;15743;16619;16293;17039;20021;24067;29683;36750;42640;48853;55128;58049;80750;45175;47640
3124609;Estrela Dalva (MG);1520;1862;2198;2068;2034;2314;2351;2473;2327;2403;2425;2871;3125;2895;4551;3894;3504
3124708;Estrela do Indaiá (MG);9464;11242;14766;15068;16438;16385;16936;19341;22825;34310;34631;35705;37152;39371;51046;47494;46018
3124807;Estrela do Sul (MG);56712;39595;52257;75104;91822;99192;104086;222327;384267;375077;743749;412144;327951;41672;249284;285715;447154
3124906;Eugenópolis (MG);4650;6261;7459;7943;9158;10912;11566;13697;14442;22619;18333;19927;22214;22119;25828;22012;21658
3125002;Ewbank da Câmara (MG);650;764;929;968;1399;1437;1617;1646;1464;1550;1455;2572;3014;2881;1599;1884;2563
3125101;Extrema (MG);2763;2625;3386;3749;4022;3891;4897;5433;4053;5264;6012;6102;6897;7135;7915;5148;5562
3125200;Fama (MG);3107;2378;5476;3412;5600;4744;7396;5266;8100;12033;7918;5658;6669;8287;10022;8720;7530
3125309;Faria Lemos (MG);2228;3678;4910;4686;5187;4732;6987;7830;7817;11406;10995;9775;12337;11763;12917;13916;13108
3125408;Felício dos Santos (MG);1201;1359;1743;1914;1716;2242;2503;2545;2567;3367;4002;6241;4625;5919;7661;3721;3277
3125507;São Gonçalo do Rio Preto (MG);790;794;993;1086;951;1581;1600;1719;1741;1760;1679;2107;2188;2054;1976;2179;1565
3125606;Felisburgo (MG);2585;3008;3377;3251;3450;3766;4469;5557;4183;4727;5102;7409;7850;8131;7033;5498;5068
3125705;Felixlândia (MG);9362;11016;14277;18560;18575;26653;50186;39159;101056;97528;142376;205888;102979;102069;103654;47214;51867
3125804;Fernandes Tourinho (MG);1166;1468;1715;1679;1950;1955;2428;2688;2540;2870;3271;4565;5187;4248;4746;3296;2848
3125903;Ferros (MG);4327;21748;49079;43145;13149;11340;10254;7575;11345;10545;19776;20341;23222;18900;18413;17427;18086
3125952;Fervedouro (MG);3321;6277;8590;8344;9878;7793;11146;13847;11566;19622;20229;17568;23613;26300;29343;22498;21300
3126000;Florestal (MG);2652;3708;4682;5538;6612;7651;8009;7992;9005;10562;10269;6760;11408;12337;11834;8806;7811
3126109;Formiga (MG);20881;25818;30655;30413;33062;41098;43808;40909;50828;59870;55319;56784;68478;71294;117840;104304;114242
3126208;Formoso (MG);19427;23170;25550;25530;21003;23667;34679;37714;35666;52204;61952;69147;71461;70290;77486;55896;81226
3126307;Fortaleza de Minas (MG);3015;4067;4364;4974;7470;5460;7624;7609;8645;13161;10906;12008;14279;12089;15786;11477;10822
3126406;Fortuna de Minas (MG);2544;3100;3418;3460;3696;3988;4024;3896;3918;4394;4272;7061;6684;5179;6044;5944;5611
3126505;Francisco Badaró (MG);1655;1872;2232;2029;2010;2548;2563;3095;2524;2703;2946;3425;3787;3488;4167;4714;4169
3126604;Francisco Dumont (MG);2023;2699;2822;3243;3144;3945;5071;5556;7794;10027;143819;10857;9244;9041;8878;17313;17493
3126703;Francisco Sá (MG);11896;14659;16192;17214;18215;21617;23222;26808;29996;31956;86326;73115;41575;35801;35493;21144;18548
3126752;Franciscópolis (MG);3279;4294;4923;5002;5191;5725;6108;6392;6082;7840;7872;9889;10981;10945;12374;9315;8023
3126802;Frei Gaspar (MG);3381;4491;5634;5827;6090;6595;7143;7537;7332;9328;10355;11992;13030;13331;14718;10977;10055
3126901;Frei Inocêncio (MG);3252;3687;4459;4268;4193;4454;4980;5203;4868;5656;6326;10134;12235;9356;11669;7373;5497
3126950;Frei Lagonegro (MG);1364;1527;1865;2052;2009;2503;2606;2959;2546;3178;4394;4204;4182;3931;4798;7615;4103
3127008;Fronteira (MG);8286;7713;9461;10124;13252;14994;11441;13553;12231;27070;19256;21340;15084;13479;16495;7030;8173
3127057;Fronteira dos Vales (MG);1195;1435;1642;1565;1835;2089;2421;2466;2392;2781;2748;3505;3588;3747;4383;4165;3735
3127073;Fruta de Leite (MG);2295;1290;1247;1843;2054;2371;2664;2694;3007;3374;3500;3497;3784;3351;3226;3037;2635
3127107;Frutal (MG);59075;76399;84840;74485;88043;97562;105425;125098;119280;212965;192827;209462;227973;193430;274078;277791;272004
3127206;Funilândia (MG);2487;2999;3504;3855;3878;4548;5020;4932;5613;6772;6515;9724;10864;8980;11005;7625;8061
3127305;Galiléia (MG);2995;3233;4133;3933;4553;5461;5814;6952;5821;6475;7081;8979;13193;12050;13616;7844;8781
3127339;Gameleiras (MG);4604;4603;5129;5359;4375;5737;6988;7051;8025;5912;5135;5114;5499;5219;5866;4632;3987
3127354;Glaucilândia (MG);1363;1787;1757;2241;2279;2721;2221;3402;3216;3487;28221;2358;2510;3045;2626;2429;2227
3127370;Goiabeira (MG);1008;1244;1604;1633;1678;2109;2378;2504;2356;3551;3903;4686;3552;3496;3709;3337;3099
3127388;Goianá (MG);1148;1300;1714;1793;1868;2249;2693;2750;2613;3079;3238;4523;4546;4072;4890;2106;2172
3127404;Gonçalves (MG);1530;1735;2446;2971;3014;3418;3756;3800;4499;4123;5491;5865;6535;5524;9122;7421;7356
3127503;Gonzaga (MG);805;1192;2321;1297;3819;2049;2503;1639;2151;1962;4034;3820;4845;2911;5232;3303;3451
3127602;Gouveia (MG);1966;1695;1824;2102;2099;2807;3542;4858;4283;4046;4712;4878;5899;6204;8006;6698;6143
3127701;Governador Valadares (MG);16048;19693;20476;19439;23785;25557;26805;27563;26146;29537;28964;46153;51749;45163;56411;33173;30363
3127800;Grão Mogol (MG);3382;4696;4964;5677;5815;6819;7470;8855;26427;50739;359008;73938;20723;29821;32300;82829;192346
3127909;Grupiara (MG);1080;1405;2513;2411;2081;2651;2639;2979;2940;3338;3576;4206;4690;4934;6570;5029;5461
3128006;Guanhães (MG);11373;20226;13627;16048;15944;11665;14373;13962;15736;17461;20562;40024;25954;20781;21962;36270;29770
3128105;Guapé (MG);15944;13456;20468;17004;22723;21158;25229;28826;27917;56922;39091;41695;45042;50461;77446;75009;66890
3128204;Guaraciaba (MG);2629;3659;3883;4272;3664;4670;4539;6439;5624;6687;6660;8636;9288;8236;12656;11945;11189
3128253;Guaraciama (MG);1805;2298;2360;2476;3314;3386;2812;3479;4653;13324;183944;20973;3678;4128;3847;2972;22294
3128303;Guaranésia (MG);9099;7862;10795;17819;24324;18324;29719;20130;25355;36567;37852;23224;35767;26294;43459;22132;23270
3128402;Guarani (MG);3978;5266;6548;6581;6700;8316;5493;6568;6133;6642;7308;10718;13431;13354;16772;12895;11487
3128501;Guarará (MG);1161;1261;1412;1336;1367;1565;1945;1872;1870;2271;2219;2746;2866;2484;3279;2788;2386
3128600;Guarda-Mor (MG);27500;51811;47868;46648;46942;50754;70496;96761;118884;127324;178434;154404;162252;142673;200547;180960;207393
3128709;Guaxupé (MG);12380;10817;16169;19026;31754;19873;34184;21841;32527;32014;40349;20407;41326;32767;44631;29043;30334
3128808;Guidoval (MG);2491;3275;3817;3909;4246;4486;5184;5923;6412;7840;8651;8683;9193;10495;12898;8513;8497
3128907;Guimarânia (MG);6404;8233;11371;11150;9677;14408;15949;19654;20861;29258;28123;29719;32512;34964;50647;42708;42880
3129004;Guiricema (MG);6406;9700;10847;10948;10447;12302;12911;12463;12557;13831;13970;13394;12332;12287;13955;12576;12076
3129103;Gurinhatã (MG);13801;17985;23335;20482;21830;22600;24404;30791;29949;43205;32355;38382;46936;48290;61668;64227;56411
3129202;Heliodora (MG);5137;3547;5585;9881;16099;10430;13868;11474;12253;20260;18068;14210;14081;15673;23286;17641;17596
3129301;Iapu (MG);2230;2362;2712;3231;3576;4863;6470;4807;4426;5224;5151;7604;9577;7134;9331;10654;8088
3129400;Ibertioga (MG);3216;3411;4474;4716;5106;5522;6353;7694;8734;10644;10651;14969;14199;13313;14780;17589;16846
3129509;Ibiá (MG);34666;59336;76763;87091;80008;82998;113249;114582;117126;179358;175741;213920;174230;193472;227313;205831;202147
3129608;Ibiaí (MG);2701;3414;4031;4584;4676;6484;6530;6961;6086;14972;13702;10569;17128;12562;14243;6075;5740
3129657;Ibiracatu (MG);949;1183;1457;1665;1523;1852;2209;2400;2383;2476;2300;2722;2374;2198;2402;2081;1812
3129707;Ibiraci (MG);16418;13203;29822;20742;34072;19006;39518;29195;54480;53403;89095;43837;141192;57559;146098;94124;106971
3129806;Ibirité (MG);707;818;757;645;571;577;652;793;1052;1293;1595;1917;2128;2219;3084;1898;1901
3129905;Ibitiúra de Minas (MG);3050;1765;4178;2139;7689;2525;8128;2931;7779;6362;8120;6701;14341;10561;13344;7501;6853
3130002;Ibituruna (MG);4637;4473;5741;5283;6476;5953;6520;6743;7009;9931;8723;9236;10371;8311;10950;7891;6599
3130051;Icaraí de Minas (MG);3466;3619;5040;5017;4686;6893;7816;8324;8313;8016;7424;9979;10105;10834;11873;10300;11214
3130101;Igarapé (MG);14035;15740;18825;19821;19336;19696;21743;26262;35347;42001;53035;60737;69125;73166;101425;57559;59641
3130200;Igaratinga (MG);7049;10611;13220;14270;12877;14577;13795;15208;19190;20679;22113;31859;24513;23642;26360;31125;27513
3130309;Iguatama (MG);9212;12355;15584;14141;14193;54963;61905;46937;39623;49128;45928;53209;33325;42413;63096;41104;45483
3130408;Ijaci (MG);4523;4663;6719;6123;5057;4570;4475;4086;4351;6610;6045;6325;6357;6044;9742;6255;6411
3130507;Ilicínea (MG);12165;12658;20472;16247;28404;18202;22718;20867;24658;46892;33389;24384;29494;30904;59807;41771;37970
3130556;Imbé de Minas (MG);3694;3948;6247;7990;6917;11189;9445;8828;8706;15459;13564;9510;14886;14767;16512;15569;15342
3130606;Inconfidentes (MG);3307;3235;5510;6001;6880;3856;5612;5508;8119;12801;8829;9751;8155;9088;19230;12126;15630
3130655;Indaiabira (MG);2549;2071;3162;3074;3589;4653;5044;6807;5215;12192;10704;11544;15052;15672;13354;9849;9157
3130705;Indianópolis (MG);56337;43309;160510;108640;114054;99360;91584;50294;53672;232132;218850;200252;95880;243077;196837;119012;142964
3130804;Ingaí (MG);5860;6436;9253;8408;8346;8431;6807;7907;7852;10877;10838;16017;16894;16838;21318;24972;21190
3130903;Inhapim (MG);5638;7925;10319;12620;15770;19084;20240;20393;20946;34323;29506;30333;38049;36151;49982;29583;28589
3131000;Inhaúma (MG);4719;8236;9372;11029;10523;13115;16898;13695;11809;12231;12637;16679;18452;14791;19816;12346;11657
3131109;Inimutaba (MG);2189;2778;3966;3821;3459;7566;6894;5864;8358;6643;6451;10374;9307;10509;19694;12930;4949
3131158;Ipaba (MG);2152;1924;928;1067;3338;3137;1113;1058;1043;2105;9057;9341;2267;2643;1606;956;961
3131208;Ipanema (MG);2900;4014;4506;4640;4989;5625;6230;8187;7992;9179;11180;12192;14179;12441;14094;14536;12100
3131307;Ipatinga (MG);1014;1092;817;554;1313;828;770;1422;2216;1066;1049;735;1065;1022;1125;943;1011
3131406;Ipiaçu (MG);7465;11884;14845;12685;24626;17223;15827;15570;13280;25082;20426;27368;28154;26571;34029;41551;40325
3131505;Ipuiúna (MG);7672;7719;8672;12407;14568;11386;13459;16547;20827;18129;20690;43371;24342;25677;45825;12825;14136
3131604;Iraí de Minas (MG);10319;12038;12873;13376;13732;16106;18566;18565;20758;29501;36992;34223;44558;35271;58459;33147;33972
3131703;Itabira (MG);5105;5318;8598;14709;13776;8253;9154;7771;11947;10727;10066;17064;14179;13229;13654;15238;17346
3131802;Itabirinha (MG);2827;2804;3261;3117;3595;3017;4254;2906;2873;3887;4704;4844;6334;7241;8366;3224;6296
3131901;Itabirito (MG);1691;2308;2467;2674;3479;4840;5687;7517;6227;6806;8044;9904;7984;7422;7995;4609;4261
3132008;Itacambira (MG);1625;2205;2571;2606;2721;3082;3552;4104;7452;10135;88475;42240;30523;22639;24688;23274;21708
3132107;Itacarambi (MG);5922;4111;5209;6076;7108;8509;8343;7381;7450;8573;13078;14568;17406;15405;18376;12832;11801
3132206;Itaguara (MG);4321;5883;7253;6460;7583;8334;9518;9017;9484;10818;11831;13127;14326;12540;16329;17752;15419
3132305;Itaipé (MG);4519;7428;8714;8014;13748;7637;7466;8687;8921;15668;14280;13237;13174;14595;13241;8250;6890
3132404;Itajubá (MG);3238;4042;5634;7342;6984;8087;8940;9870;9323;9433;10492;12458;13235;12966;14571;9605;9179
3132503;Itamarandiba (MG);12364;13542;16577;16154;15055;39862;31113;49031;62552;68268;90857;63757;164900;230968;74542;105459;175759
3132602;Itamarati de Minas (MG);1870;2416;2970;3218;3370;3612;4045;4116;4128;6499;5380;6116;6212;6724;7759;17128;14596
3132701;Itambacuri (MG);7240;9072;12729;12117;10531;13990;15670;15658;14365;16892;16032;20253;22024;21812;23790;24036;21471
3132800;Itambé do Mato Dentro (MG);1018;1604;1101;1366;1470;1009;1147;1251;1160;1633;1512;2173;2350;2290;2724;2874;2726
3132909;Itamogi (MG);10155;8433;21475;15310;38009;13616;31804;13048;26187;25162;47887;18130;43425;40678;61015;43114;43828
3133006;Itamonte (MG);3808;4581;4994;5001;5164;5750;5134;4632;5015;6320;6909;7618;9318;7565;11843;13900;11648
3133105;Itanhandu (MG);48286;62953;66946;82757;97471;93297;81388;68768;110624;111391;140391;132418;145525;113635;129448;140540;129596
3133204;Itanhomi (MG);2837;3490;4081;4074;4143;5037;5408;6411;6555;7345;8042;10962;14534;13302;12735;9001;8589
3133303;Itaobim (MG);2066;2551;3080;2937;2702;2925;3103;3539;3585;4120;5050;5748;14628;6470;8098;4959;5041
3133402;Itapagipe (MG);19085;25435;31245;30502;28624;30059;34236;48023;44301;109009;77287;82690;81084;80127;95234;99742;91531
3133501;Itapecerica (MG);9903;12946;12834;13035;13511;26468;20965;22411;23409;28206;26090;56138;73204;86234;72639;67649;52541
3133600;Itapeva (MG);2036;2125;2675;3131;3213;3320;4085;4086;4009;4767;5225;5606;6169;5987;7057;4964;5229
3133709;Itatiaiuçu (MG);6462;7548;9197;9009;9377;9680;10759;12787;15941;18209;22274;25750;28255;32452;43198;21785;22526
3133758;Itaú de Minas (MG);1744;2476;2548;2888;3277;46537;3870;4258;4081;5258;4768;5701;6750;8780;9532;20211;16141
3133808;Itaúna (MG);8393;11386;14524;11491;12360;13663;15337;16127;17640;18859;20738;27531;25115;29108;29811;24906;22533
3133907;Itaverava (MG);1774;2461;2719;2269;2348;3075;3315;2800;3259;5197;5071;9084;8526;8360;11635;5194;5495
3134004;Itinga (MG);2307;2706;4710;3695;3359;4577;4239;4986;4503;5247;5483;6076;10707;7879;8083;7371;7575
3134103;Itueta (MG);5196;7086;8612;8861;9309;8583;9803;11211;10452;13349;16853;13589;17364;23346;23608;21901;11054
3134202;Ituiutaba (MG);29501;50079;64506;59005;65193;61284;77518;90066;80192;135785;97795;113679;114484;121928;158003;191889;173651
3134301;Itumirim (MG);4022;7225;9556;9566;6754;7407;6513;6771;6101;7328;7752;8820;9076;9194;13620;11499;10310
3134400;Iturama (MG);27750;43546;54048;50831;54124;54229;47850;56708;58769;138869;80641;91320;82053;70482;96288;125906;153576
3134509;Itutinga (MG);5267;5216;6877;6854;7377;8109;8707;9414;9139;10211;9224;11806;15229;15932;26411;19748;15912
3134608;Jaboticatubas (MG);4383;6823;7878;8223;12307;10216;10714;10494;9558;11628;10028;12061;12459;11983;15260;11050;10357
3134707;Jacinto (MG);4725;6018;7120;6804;6990;7821;9170;9959;8947;10222;10323;11715;12162;12586;12890;9204;7967
3134806;Jacuí (MG);4687;6290;9337;9686;12188;8697;13793;9548;14254;22697;19951;20223;27089;24934;34008;28892;23399
3134905;Jacutinga (MG);9713;8159;18514;17061;20151;15767;21944;16892;23055;35507;34763;26277;31552;32734;41313;30954;29876
3135001;Jaguaraçu (MG);1248;720;847;800;920;958;1010;1019;1024;1302;1298;1728;1990;1813;2571;1830;1776
3135050;Jaíba (MG);13949;13615;18443;21406;27606;40816;45249;54253;56357;90407;71346;114442;111683;120944;152809;149817;114781
3135076;Jampruca (MG);3699;4077;5129;4952;4961;5345;5986;6759;7492;11634;10935;14074;15065;14289;15906;15232;14604
3135100;Janaúba (MG);14195;12467;16287;18345;23493;22870;25718;31118;31740;44164;42212;53340;42593;41217;57608;41745;30240
3135209;Januária (MG);11611;10396;16171;17414;14063;29738;38441;25297;23694;22159;22775;27714;27973;30096;36488;27184;25688
3135308;Japaraíba (MG);6452;8785;9829;10607;10689;12943;11352;10437;11802;24954;15320;17808;17259;18100;19174;23870;21368
3135357;Japonvar (MG);1245;1577;1528;1681;1837;2210;2646;2963;3063;3051;2556;8786;4460;4297;4304;3198;4195
3135407;Jeceaba (MG);1301;2274;2375;2231;2257;2827;3011;2610;2401;3017;2734;6966;6246;5560;6412;12622;7155
3135456;Jenipapo de Minas (MG);795;878;960;922;785;1562;1230;1808;1298;1362;1402;1830;1922;1725;2015;20044;18291
3135506;Jequeri (MG);6344;9131;10799;11395;11468;14313;15046;20644;19490;39655;32443;31961;47578;40160;47013;42517;28412
3135605;Jequitaí (MG);3878;4575;6893;7273;5049;7188;21454;8915;6692;7357;11954;22697;14536;12021;15069;14897;14004
3135704;Jequitibá (MG);6675;8105;9984;10581;10069;14111;14677;15932;20218;23394;23990;28885;31875;30393;41596;30553;29490
3135803;Jequitinhonha (MG);5461;6858;9972;8385;10131;12690;13222;14150;13401;16147;13260;17392;21716;20802;30310;15518;17990
3135902;Jesuânia (MG);4151;5203;5659;9218;8529;8863;8303;10356;10721;15842;14381;11678;16147;13219;24246;19759;17748
3136009;Joaíma (MG);4786;5813;6604;6686;7102;7764;8664;8805;8238;9272;9363;11357;12979;12346;15468;14749;12989
3136108;Joanésia (MG);931;1120;1256;1012;1206;1766;2933;2011;1527;1528;1551;1905;3174;3800;4701;3036;3219
3136207;João Monlevade (MG);150;178;235;259;326;409;746;693;709;745;711;800;797;833;1090;1157;2398
3136306;João Pinheiro (MG);45908;58526;73139;85987;95753;113619;124618;103658;142389;219551;187715;223500;266268;250497;319077;373939;349277
3136405;Joaquim Felício (MG);2405;2960;3474;3984;3302;4722;5371;5505;6128;7386;6386;15110;10529;10214;7424;3999;4083
3136504;Jordânia (MG);2999;4032;4841;4852;4938;5567;6106;6556;6381;7285;8058;9281;9973;9683;9825;9590;8097
3136520;José Gonçalves de Minas (MG);1003;1191;1290;1555;1085;12231;7750;2894;2123;2546;1901;5299;4838;3627;3185;10410;9951
3136553;José Raydan (MG);1825;2340;2968;3208;3055;3884;3899;4234;3844;4551;5217;7236;6493;6239;6547;5056;5109
3136579;Josenópolis (MG);604;888;937;997;1070;1282;1574;1623;6022;11692;142713;9686;1415;10795;7348;3796;4175
3136603;Nova União (MG);1686;2406;3330;4251;4268;5008;3931;3959;9974;7708;5737;6100;7956;6670;7849;14586;13591
3136652;Juatuba (MG);760;1023;1856;2171;2068;2286;2505;2448;2916;1948;2047;2298;2675;2740;3732;2188;2057
3136702;Juiz de Fora (MG);9945;12777;11046;11138;12207;24493;20678;34474;56028;43577;23066;35043;43159;33432;36628;33315;29955
3136801;Juramento (MG);2748;3381;3871;4092;4908;5344;6564;7190;7640;8743;53729;42322;6553;8606;5861;4483;4242
3136900;Juruaia (MG);6132;4532;14361;14080;20521;17818;32136;18875;25981;44838;39659;21343;38632;32979;49092;29816;27281
3136959;Juvenília (MG);959;1993;4173;3801;4053;4495;5480;5095;4550;5687;6121;6702;6961;6951;9202;7279;6596
