codigo_municipio;nome_municipio;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
3154705;Ribeirão Vermelho (MG);1169;1290;1725;1956;2018;2036;2716;2948;3213;3937;3624;3608;4216;3704;6164;2660;2522
3154804;Rio Acima (MG);82;93;108;99;93;179;169;139;170;208;243;294;259;384;469;607;530
3154903;Rio Casca (MG);6699;9347;10115;11504;9925;11370;11907;15717;11745;13095;14561;17592;16894;15449;18765;21247;16500
3155009;Rio Doce (MG);567;767;839;1198;1342;1656;1870;2171;1828;2083;1934;2226;2821;3060;2936;2625;3875
3155108;Rio do Prado (MG);1789;2262;2628;2496;2623;3105;3720;3912;3514;3948;3938;4521;4919;5343;5063;3294;2667
3155207;Rio Espera (MG);1665;2557;2247;2191;2115;2565;4985;4750;4340;5857;4499;6379;4697;4637;5172;7570;7754
3155306;Rio Manso (MG);3028;3421;3601;3903;3731;4007;4448;5159;6238;6915;8670;10063;11650;12202;17962;10997;11333
3155405;Rio Novo (MG);1788;2389;2922;3008;3081;3668;4072;4872;4155;4875;5561;8021;7703;7262;8590;6255;5471
3155504;Rio Paranaíba (MG);41979;83008;103387;91353;116852;93458;113593;126596;150838;192272;206484;189102;213648;221164;345792;223377;235927
3155603;Rio Pardo de Minas (MG);7491;12134;11343;11299;11512;20412;26490;25476;31312;40060;39734;53997;60585;33531;55476;54342;59868
3155702;Rio Piracicaba (MG);1986;2576;2916;3072;6196;3621;3756;4281;4041;4386;3949;5114;5884;5314;10428;18547;16855
3155801;Rio Pomba (MG);4111;6157;8424;7656;7872;8830;8605;10193;9538;9239;10250;12515;13232;13398;14581;12748;11252
3155900;Rio Preto (MG);2355;2669;3155;3995;4100;7002;4855;5825;6072;5848;6239;11412;10205;8739;7284;4389;3721
3156007;Rio Vermelho (MG);4124;5080;5831;6506;6635;8330;8887;9668;10020;10466;14439;17505;15660;15065;18332;15880;14852
3156106;Ritápolis (MG);2805;3332;3861;3789;4053;4345;4757;4114;5650;6805;6057;7269;7754;9652;14248;15047;14313
3156205;Rochedo de Minas (MG);615;1206;1354;775;681;1115;1310;1155;1307;1455;1442;4055;2992;2321;2899;2044;1793
3156304;Rodeiro (MG);5027;5075;6509;10062;9438;9720;11233;12785;26299;28484;52706;39920;36875;36024;36701;37636;43063
3156403;Romaria (MG);72394;30572;40647;30766;34311;31207;51262;41480;46775;79189;130243;184923;162054;56292;99327;69347;73109
3156452;Rosário da Limeira (MG);1344;2123;2963;2889;2564;2602;2875;3746;3298;7323;5007;4525;6404;6131;8515;4165;4431
3156502;Rubelita (MG);2987;3315;4351;4786;4874;5589;5446;5222;5305;6221;6671;6981;7606;6736;6723;6947;5978
3156601;Rubim (MG);4392;5570;6301;6010;6451;7500;9121;9441;8388;9646;9629;10950;10949;10836;10880;8565;6524
3156700;Sabará (MG);1085;2619;873;733;1246;1324;1422;1452;1452;1235;1467;1659;2213;1901;1959;1661;1704
3156809;Sabinópolis (MG);14621;8085;21666;15323;20540;12074;16126;17779;21554;15954;24622;30388;27863;22157;26679;42108;35527
3156908;Sacramento (MG);41209;54932;70644;67155;80858;167438;200801;186171;195173;251836;235397;220427;185306;182810;313464;384836;306013
3157005;Salinas (MG);7028;7596;9307;11558;9853;12671;14642;15065;13432;18386;19438;22151;24673;20168;22258;18428;16784
3157104;Salto da Divisa (MG);3608;4561;5477;5125;5464;6284;7393;8057;6950;7909;8218;9745;10000;13027;12617;7937;6722
3157203;Santa Bárbara (MG);1100;1266;6582;9882;41956;8682;4623;5722;5681;10774;9171;15768;18039;10187;7517;14539;18479
3157252;Santa Bárbara do Leste (MG);4387;2879;5560;7244;6419;6378;7498;6951;7012;15179;11851;9073;14963;10668;15033;13222;17442
3157278;Santa Bárbara do Monte Verde (MG);1863;4472;2495;2457;2733;4737;5506;5662;6221;6440;5650;13495;14827;15645;13591;9770;20387
3157302;Santa Bárbara do Tugúrio (MG);2332;2514;2977;3261;3223;3769;3536;4095;4640;5993;5439;6513;5836;5144;5910;5162;5152
3157336;Santa Cruz de Minas (MG);12;28;33;20;35;35;25;28;35;29;33;45;57;61;218;46;44
3157377;Santa Cruz de Salinas (MG);1117;1318;1413;1542;1651;1737;2475;2446;2033;2539;2870;3050;3598;3370;3581;2952;2482
3157401;Santa Cruz do Escalvado (MG);2866;4219;4435;5162;6714;8041;7515;9406;8766;10220;8721;11278;10592;7340;10299;8154;7102
3157500;Santa Efigênia de Minas (MG);896;1508;1152;1034;1681;1461;1618;1678;1743;1980;1874;2327;2460;2252;2862;4400;7665
3157609;Santa Fé de Minas (MG);1787;2469;4366;4489;3867;5455;7002;5882;4939;6073;5269;6537;7209;6925;7913;7175;6486
3157658;Santa Helena de Minas (MG);1159;1290;1612;1534;1623;1964;2312;2447;2457;2586;2681;3121;3397;3851;5053;4411;3800
3157708;Santa Juliana (MG);19663;29084;34422;37522;34121;44282;72222;69953;65274;115040;97184;113885;90730;87066;126815;134103;167197
3157807;Santa Luzia (MG);1495;1962;2050;1955;2407;2551;3184;3488;3298;3458;3288;3918;3268;2784;3545;2248;2412
3157906;Santa Margarida (MG);23582;27492;42783;42870;57768;49283;56482;51322;79249;140169;96691;62066;90456;94179;118049;115090;109283
3158003;Santa Maria de Itabira (MG);2418;3434;4281;4236;4996;4283;4544;5458;10178;9590;7105;12855;10828;12220;11796;19568;16808
3158102;Santa Maria do Salto (MG);1385;1716;1975;1936;1875;2219;2725;2766;2657;3019;3084;3513;3871;4225;4223;3116;2386
3158201;Santa Maria do Suaçuí (MG);5447;5827;6949;7441;7310;9058;9396;9986;9152;11027;10473;12823;12928;12876;15046;10950;10568
3158300;Santana da Vargem (MG);13755;9851;25858;14112;34731;14556;19148;19251;26365;51425;31533;18306;28792;23893;49323;28815;28635
3158409;Santana de Cataguases (MG);1558;2144;2399;2090;2241;2347;2446;2459;2551;4088;5793;13072;13842;14748;14217;4608;4175
3158508;Santana de Pirapama (MG);6967;8749;9873;10731;10248;13633;15106;18476;21414;24469;20595;25695;28607;28194;38541;25997;25339
3158607;Santana do Deserto (MG);971;1228;1497;1314;1628;1621;2513;2413;2076;2417;2394;2914;3252;3827;4200;1999;2473
3158706;Santana do Garambéu (MG);737;922;1252;1146;1132;1425;1632;1975;2077;2497;2423;4662;4241;4361;5608;3919;4386
3158805;Santana do Jacaré (MG);2248;3262;4266;3828;4093;4308;4069;4021;4575;5595;5095;5473;5739;6700;7436;6027;6194
3158904;Santana do Manhuaçu (MG);5463;6777;9488;7953;10195;15533;14703;12515;14979;25874;27714;17409;25890;26899;28860;33784;30252
3158953;Santana do Paraíso (MG);4243;3715;13766;22934;12215;1534;2134;5286;4548;10797;5833;8461;3069;4355;9169;7831;9762
3159001;Santana do Riacho (MG);839;1078;1386;2069;1980;2174;2213;2350;1928;1587;1326;1655;1618;1472;1626;1487;1754
3159100;Santana dos Montes (MG);1156;1897;1761;1528;1686;2165;2194;1950;2226;2684;1953;3991;3644;3559;5244;3488;3321
3159209;Santa Rita de Caldas (MG);10026;10744;11248;13648;15653;16491;19550;21130;24660;22982;24350;33819;28772;40014;52127;26471;25827
3159308;Santa Rita de Jacutinga (MG);2027;2513;2838;2776;2959;3689;7723;8465;8083;9912;5837;9985;10259;8859;11450;8255;6765
3159357;Santa Rita de Minas (MG);4006;2941;5476;6793;5749;6767;9440;6320;6007;11684;9812;7848;12418;13610;13415;8425;7919
3159407;Santa Rita de Ibitipoca (MG);2027;2261;2636;3005;2944;3221;3134;3813;3990;4717;4768;7167;6734;8846;7367;8907;7881
3159506;Santa Rita do Itueto (MG);6163;8345;11171;12188;16545;13415;17706;19021;16018;33006;54251;33241;45191;40489;66331;65246;36015
3159605;Santa Rita do Sapucaí (MG);16366;12791;20429;21532;22186;18088;23686;22286;24796;37995;33972;25141;34019;32739;48563;38244;41260
3159704;Santa Rosa da Serra (MG);2944;5433;8132;10091;8575;7284;11378;11375;10010;14538;20981;14563;21179;14903;17971;19275;16741
3159803;Santa Vitória (MG);27066;38806;46137;39263;38073;41225;55110;67341;74315;130770;99692;113897;130948;129866;187174;220059;146974
3159902;Santo Antônio do Amparo (MG);18759;19466;26651;29867;32760;27689;24059;26908;22911;40441;39327;37440;61407;46031;95117;42755;47788
3160009;Santo Antônio do Aventureiro (MG);3191;3853;4411;4411;3945;4187;4396;5024;7844;7717;6952;8651;8018;8430;11072;9367;8464
3160108;Santo Antônio do Grama (MG);3189;3956;4529;4776;4644;4625;4664;4929;4320;7995;6919;6161;4794;5547;9611;10166;7358
3160207;Santo Antônio do Itambé (MG);1353;3438;2122;2523;2616;3279;3308;3877;3547;3830;6864;6794;4434;4100;4666;3799;3326
3160306;Santo Antônio do Jacinto (MG);2872;4337;4963;4738;4587;5315;6342;6988;6330;7155;6892;7214;8148;7758;8105;6930;6059
3160405;Santo Antônio do Monte (MG);24424;29926;34572;36187;36356;42142;46188;50205;59726;79289;91380;108359;102846;102595;127321;142964;160385
3160454;Santo Antônio do Retiro (MG);723;876;1433;1823;1690;1486;1339;1656;1435;2589;2449;3698;5394;5190;5344;3244;3152
3160504;Santo Antônio do Rio Abaixo (MG);638;725;816;866;872;1032;1137;1467;1702;1721;1975;2496;2366;2020;2376;2200;2178
3160603;Santo Hipólito (MG);3882;6992;7728;7407;6652;6385;12092;6840;15000;14848;8266;11598;11711;11951;11129;5561;4996
3160702;Santos Dumont (MG);5300;4622;5251;6388;4773;9679;11821;14001;11989;12369;10464;11590;12584;15685;18038;12588;12311
3160801;São Bento Abade (MG);15419;5267;7726;6223;9745;7729;7698;6151;8677;11728;10563;13100;17859;11655;21571;13306;10966
3160900;São Brás do Suaçuí (MG);830;1305;1264;1358;1633;2244;2276;1616;1747;2305;2127;4367;3581;3310;4577;1828;1784
3160959;São Domingos das Dores (MG);4111;4654;7043;7619;7309;7944;8388;7970;7280;15747;11024;8630;16589;15407;21545;11536;9162
3161007;São Domingos do Prata (MG);5062;6185;8798;13584;14761;10353;12166;12378;11594;15413;15438;16646;18305;16625;23676;22568;23231
3161056;São Félix de Minas (MG);1293;1376;1331;1451;1530;2178;2520;2466;3328;3813;3903;4878;5221;4499;5214;3426;2888
3161106;São Francisco (MG);12486;15239;17253;18910;19235;21873;23708;26476;25980;25031;26554;32818;32296;38072;47955;39802;37202
3161205;São Francisco de Paula (MG);5119;7143;13744;13089;15747;13281;12172;12083;12648;23463;17093;12991;16964;18861;29928;25114;17918
3161304;São Francisco de Sales (MG);10997;15700;20437;17369;19724;28552;26579;35433;35961;77103;53296;60048;47899;46154;61335;61517;53397
3161403;São Francisco do Glória (MG);1746;2432;3069;3333;3812;2849;4210;5270;5716;9486;7509;6627;9729;11295;15140;7350;8152
3161502;São Geraldo (MG);2221;3073;3663;3965;4215;4527;5613;5596;4749;6534;6011;6033;6150;5892;7263;8759;9363
3161601;São Geraldo da Piedade (MG);1716;2229;2681;2756;10940;6525;7606;3382;3647;4334;4869;5251;5867;6059;7460;3396;3078
3161650;São Geraldo do Baixio (MG);1493;1722;2160;2007;2053;2581;2858;3296;3074;3472;3728;4890;6734;8433;9624;4257;4083
3161700;São Gonçalo do Abaeté (MG);10843;13142;14467;17743;14311;24512;24806;26021;33468;43590;37452;62590;40427;38151;62521;49139;65799
3161809;São Gonçalo do Pará (MG);2613;3451;4372;4327;4161;4837;5298;6832;7017;7930;8515;11168;10556;9336;11904;15088;14168
3161908;São Gonçalo do Rio Abaixo (MG);9193;18719;5904;6668;4388;4854;8519;7260;13416;10478;4710;8676;6660;7643;8078;6326;12488
3162005;São Gonçalo do Sapucaí (MG);13783;15549;23334;22045;33450;26533;33575;31126;36882;63309;46151;39822;55398;48568;86565;59457;60625
3162104;São Gotardo (MG);12162;20438;28308;32883;29455;27706;31049;34533;40692;49282;55762;68453;58695;65234;76738;60138;62809
3162203;São João Batista do Glória (MG);6377;8208;12379;16939;17111;18424;18328;20960;21676;29879;25561;35762;29645;29598;31305;44660;46461
3162252;São João da Lagoa (MG);2408;2791;3360;3705;3530;4529;5969;6474;7183;8035;193632;17679;13963;10021;10418;8572;7365
3162302;São João da Mata (MG);2230;2508;4233;4929;4860;7182;4892;5014;5352;10511;10138;8812;9864;7304;10933;10659;10396
3162401;São João da Ponte (MG);7381;9110;11826;12146;12228;14412;16711;17840;16495;18447;16160;19210;24485;19160;20151;16222;16214
3162450;São João das Missões (MG);712;1002;1361;1461;1290;1921;2334;2372;2797;3408;2573;3133;3701;3153;3802;4879;4035
3162500;São João del Rei (MG);11387;13087;18377;22490;17556;17975;23298;25689;32579;32951;33630;53020;51949;44192;92625;82662;93378
3162559;São João do Manhuaçu (MG);9081;13325;16475;15028;16919;16182;22039;16331;26820;62163;28902;20544;28147;30034;36465;26003;20612
3162575;São João do Manteninha (MG);1853;2369;2421;2717;2838;6725;6798;3817;3420;3974;4575;5464;6301;6728;7473;3276;2911
3162609;São João do Oriente (MG);2017;3154;3827;3906;2699;2946;3406;3796;3856;3850;4051;5039;5567;5486;6688;4667;4594
3162658;São João do Pacuí (MG);2083;2696;2891;2666;2550;3059;3700;4190;4791;4807;41112;4454;5322;6140;7251;3974;3523
3162708;São João do Paraíso (MG);3351;5147;6711;6040;5876;7702;9100;10978;18695;22214;17536;15174;23450;39299;30682;35139;34116
3162807;São João Evangelista (MG);7181;6486;7668;14846;12013;12733;8964;10394;9900;11073;19899;21866;15113;13189;16333;15038;13901
3162906;São João Nepomuceno (MG);3605;4640;4887;5043;5121;5635;6713;7038;7140;7952;7846;9936;10839;11504;14593;12352;10342
3162922;São Joaquim de Bicas (MG);7864;8756;10571;11161;10924;10906;12380;14951;20151;23935;30271;34383;39230;41312;57442;31377;32800
3162948;São José da Barra (MG);6927;8598;15383;11277;19856;14346;17471;17764;18404;32579;23077;21096;27950;22528;28562;35111;31945
3162955;São José da Lapa (MG);2604;2776;3782;4736;2847;3426;6009;3516;4450;4999;5158;5298;9864;11084;10056;10484;8929
3163003;São José da Safira (MG);1120;1099;1373;1274;1256;1399;1422;1625;1543;1807;1909;2681;5527;3562;3451;1713;1511
3163102;São José da Varginha (MG);12746;20029;23288;23622;20545;24322;23484;23953;28062;43878;44437;48479;44161;41530;44685;39429;35882
3163201;São José do Alegre (MG);1164;1445;2062;2415;2496;3422;3477;3717;3561;4758;4384;5158;5239;4838;5778;4206;4059
3163300;São José do Divino (MG);2294;2723;3032;3039;3062;4462;5112;4489;4104;5117;5004;5799;6537;6762;7179;3980;3517
3163409;São José do Goiabal (MG);1189;1635;1907;2177;1860;2162;3399;3257;4897;4620;4389;5518;7813;7054;9575;7964;6547
3163508;São José do Jacuri (MG);3371;3856;4950;5256;4955;5885;6483;7099;7162;9235;11164;14533;14026;13263;13776;11526;10982
3163607;São José do Mantimento (MG);952;1083;1362;1414;1401;1887;2229;2563;3205;6343;4405;3418;4592;4616;4834;5567;4768
3163706;São Lourenço (MG);594;577;684;711;779;811;785;931;1024;1232;1321;1303;1679;1383;1719;1654;1328
3163805;São Miguel do Anta (MG);4850;6652;7536;8327;8061;8753;11380;11051;12891;14936;12810;12815;14206;13767;17588;19407;16910
3163904;São Pedro da União (MG);5295;4499;13438;10767;18952;11330;24013;14048;20557;34379;32388;15693;28248;25393;40890;36389;31292
3164001;São Pedro dos Ferros (MG);12938;8444;10700;11717;11317;11733;11375;11287;12443;44459;27198;27324;29102;24144;25472;18564;16147
3164100;São Pedro do Suaçuí (MG);2199;2727;3339;3597;3587;4396;4574;4783;4510;5236;4814;8609;7352;7139;7545;5387;5314
3164209;São Romão (MG);2616;3370;5752;8917;7860;10377;10717;9382;7531;16666;30218;40184;29466;27405;80275;50120;62262
3164308;São Roque de Minas (MG);12033;17033;24480;23005;25806;29719;30315;33872;38198;56345;50374;55646;65328;59728;86026;73224;67251
3164407;São Sebastião da Bela Vista (MG);4227;4845;6141;6616;7044;5682;6985;6135;6726;11107;9893;8622;8561;8394;13700;11114;10132
3164431;São Sebastião da Vargem Alegre (MG);1236;1816;2152;2915;3014;3185;5240;3915;3859;5103;6276;9351;11735;12928;14412;5406;4880
3164472;São Sebastião do Anta (MG);2740;2504;3857;6565;7894;11046;7647;7058;6704;12346;9932;5883;10073;9460;8510;16876;10578
3164506;São Sebastião do Maranhão (MG);3115;3504;4338;4903;4898;6292;7067;7731;7581;9509;8091;11196;10751;10586;10131;10242;10999
3164605;São Sebastião do Oeste (MG);5815;10878;10814;11021;10334;10355;10502;11463;12225;29337;29400;36064;65186;59589;57353;46443;56990
3164704;São Sebastião do Paraíso (MG);29445;24065;50069;39274;72298;39173;59131;43551;82579;105318;103652;80627;96309;84466;133442;122944;99655
3164803;São Sebastião do Rio Preto (MG);464;490;662;666;774;703;832;793;802;1117;1200;1740;1601;1612;1806;2179;2407
3164902;São Sebastião do Rio Verde (MG);630;802;904;1027;1146;1468;1410;1565;1791;1447;1842;1959;3016;2617;3452;3388;3091
3165008;São Tiago (MG);8708;12391;12547;10251;10387;11479;12652;13583;12970;18652;17922;20254;22949;23359;28127;29794;27642
3165107;São Tomás de Aquino (MG);11363;9015;18926;14225;28410;16329;26611;18587;28754;33759;38935;19542;42099;26876;63187;46688;43548
3165206;São Thomé das Letras (MG);3965;5590;7225;6811;7617;7113;9630;9763;11434;14925;12777;12739;13739;14417;21334;10185;11773
3165305;São Vicente de Minas (MG);2629;4127;5577;5065;5037;5962;10349;8252;7883;9224;14514;18294;38910;24163;33040;34438;26946
3165404;Sapucaí-Mirim (MG);11923;4994;9244;6732;4907;5278;6190;9341;19756;8739;6799;14137;9351;10765;10660;9367;9836
3165503;Sardoá (MG);823;1422;2060;1371;3630;2073;3367;2179;8089;5489;3189;3089;4646;4536;7760;9344;8573
3165537;Sarzedo (MG);648;742;1158;698;706;690;739;859;1095;1343;1724;2169;2350;2442;3380;1852;1899
3165552;Setubinha (MG);2861;3223;5530;5918;7705;6553;7684;7407;8683;14047;10965;10444;13501;11052;13429;23106;23988
3165560;Sem-Peixe (MG);1457;1915;2140;2069;1903;2217;2821;2984;2720;3251;3901;3720;4485;3697;5439;3563;3498
3165578;Senador Amaral (MG);2875;2960;3287;3635;4038;4359;5905;6550;9752;8683;8397;10924;10627;11684;16112;7474;7894
3165602;Senador Cortes (MG);1148;1412;1084;1040;1063;1435;1823;1787;1820;1973;2017;2399;2520;2347;2851;2502;2417
3165701;Senador Firmino (MG);2656;3664;4492;4342;4178;4193;5603;4168;3863;4352;6215;6458;5670;5076;6648;4214;4521
3165800;Senador José Bento (MG);2232;2918;5061;4829;4354;4358;5981;5751;4865;7592;5979;5485;6808;6986;8985;4801;4289
3165909;Senador Modestino Gonçalves (MG);1401;1507;1689;2033;2243;3505;3677;3000;3220;4344;3710;13401;46802;39581;4921;53610;58782
3166006;Senhora de Oliveira (MG);1923;2360;3242;3275;2659;5002;3984;2704;3019;4562;3972;4701;5237;4584;19260;12859;12992
3166105;Senhora do Porto (MG);1086;1371;1701;2021;2154;2321;2482;2847;2860;2843;4676;5149;4116;4197;5166;5747;7115
3166204;Senhora dos Remédios (MG);4386;4093;5104;5553;4626;6964;6983;7804;8343;10288;11160;14806;12790;12311;16481;9020;8365
3166303;Sericita (MG);5018;4441;6512;9619;8931;7439;8168;9073;7890;20574;19101;14414;20301;21208;24601;12666;14989
3166402;Seritinga (MG);655;836;1049;1141;1283;1540;1620;1779;1682;1911;2013;20897;18554;27737;9030;8284;7692
3166501;Serra Azul de Minas (MG);873;1144;1401;1612;1754;2103;2289;2261;2225;2294;2195;3123;2988;2918;3338;2898;2924
3166600;Serra da Saudade (MG);1338;1746;1996;1844;2083;2595;2490;2542;2618;2929;2631;3335;3515;3558;4169;3896;3609
3166709;Serra dos Aimorés (MG);4163;3693;3820;4195;9185;6862;7626;7714;6764;11558;9076;10766;12615;10556;9666;10453;6220
3166808;Serra do Salitre (MG);33598;34208;48298;43728;53251;46691;61502;59843;83723;91426;156624;80978;155070;92862;230096;150046;190546
3166907;Serrania (MG);7556;7664;13870;8697;15817;10690;14345;13172;19178;28270;20530;14539;20369;16959;30937;29318;29233
3166956;Serranópolis de Minas (MG);1150;1202;1544;1656;1538;2314;2641;2425;2452;2482;2432;2484;2537;2434;2640;2830;2687
3167004;Serranos (MG);1109;1451;1739;1824;1744;2163;2338;2438;2576;2824;3698;11599;8715;8444;6907;6913;6522
3167103;Serro (MG);5602;6864;8687;9950;10400;12218;12549;14621;15647;16394;16033;20181;18452;18472;19192;17040;15447
3167202;Sete Lagoas (MG);6976;8134;9856;9993;9494;10483;11344;25896;15577;16923;15716;18975;26366;24369;24308;19094;20323
3167301;Silveirânia (MG);1120;1385;1729;1787;1887;2037;1888;2240;2127;2614;3150;4311;5218;4644;4404;4452;4234
3167400;Silvianópolis (MG);6708;7097;9448;9224;9149;10525;11990;12382;13074;21916;18481;20169;21080;17654;23183;19521;20047
3167509;Simão Pereira (MG);703;804;951;1249;1287;1574;1427;1782;1724;1985;2041;3002;3485;2875;2885;2370;3174
3167608;Simonésia (MG);10822;9472;22751;19151;14250;19062;18206;16791;27548;56681;31173;17119;26660;28086;32273;45657;36494
3167707;Sobrália (MG);1902;2183;2385;2054;2156;2658;2761;3029;3128;3804;4583;5714;6801;6018;6663;5318;5013
3167806;Soledade de Minas (MG);2174;2671;2792;3797;3805;4247;3950;4287;4936;5789;6248;6672;8588;6752;8572;9577;8349
3167905;Tabuleiro (MG);1554;2826;2305;2191;2388;3139;2768;3365;3337;3323;3847;6171;7492;7706;7492;4192;3817
3168002;Taiobeiras (MG);4958;5786;7597;9571;9336;11078;14422;15251;26669;31157;32022;31252;40078;39151;26151;43010;46622
3168051;Taparuba (MG);1472;2196;2385;2991;2456;2756;2739;3408;3850;4046;5939;6271;9475;5681;7182;6661;5194
3168101;Tapira (MG);17056;19693;25032;16720;17365;16282;26606;30269;34724;41154;35704;43866;40676;45027;61901;52692;48529
3168200;Tapiraí (MG);5734;6412;7925;9491;8896;11825;9192;10712;10391;18738;45988;21555;19899;21540;24858;12549;16320
3168309;Taquaraçu de Minas (MG);1487;1723;2726;3378;2998;3208;3738;3801;3811;3787;3055;4241;4393;4622;6052;3524;3630
3168408;Tarumirim (MG);3799;5151;5928;5429;5531;7110;8313;11064;10524;13289;13781;18097;21887;17138;16713;13239;12221
3168507;Teixeiras (MG);3188;4189;5694;6017;5983;6587;8131;8501;8929;10207;9768;10029;13027;13247;18168;15099;15646
3168606;Teófilo Otoni (MG);16398;20546;22959;25143;27108;30671;32019;32253;32057;38334;41105;56473;67780;59142;69349;44648;40106
3168705;Timóteo (MG);289;1623;2936;372;393;406;397;420;454;618;539;640;850;935;1013;871;824
3168804;Tiradentes (MG);782;954;1331;1338;1086;1157;1510;1490;1689;1891;1980;2248;1872;2064;2872;1753;1920
3168903;Tiros (MG);8069;13743;17869;20683;19883;22201;23435;27819;34599;51177;44986;56218;51610;52448;67883;58374;54081
3169000;Tocantins (MG);5274;6119;7210;7106;7298;7470;9211;10340;12719;14184;18605;19711;25332;25148;41336;20479;24293
3169059;Tocos do Moji (MG);3997;4379;6416;6998;5591;5533;6454;7236;8820;10220;11689;13586;14520;15361;21249;13928;13788
3169109;Toledo (MG);2511;2509;2859;3391;3928;4584;4111;3947;4268;5029;6602;6296;6904;7880;10374;5890;5776
3169208;Tombos (MG);2353;3146;4690;5699;6566;5694;7066;7842;7878;10456;9592;9284;11512;11303;14047;9745;9441
3169307;Três Corações (MG);29490;36546;47163;47192;56774;44853;52224;55753;59405;89358;91160;97526;78539;99981;170462;126016;113476
3169356;Três Marias (MG);7596;11387;13842;13393;15385;25441;32958;30056;90649;44547;31579;50244;68585;69615;76250;65134;61849
3169406;Três Pontas (MG);53178;39923;71619;48450;96103;42712;63870;75132;87119;158840;110266;67945;86429;79859;169107;108227;125165
3169505;Tumiritinga (MG);2302;2918;3494;3387;3073;3943;4063;4585;4365;5057;5514;7055;9938;8377;8759;7706;7460
3169604;Tupaciguara (MG);37678;51798;63982;49260;48900;60639;69610;72408;73056;125157;119483;112589;144277;111287;174100;211170;140823
3169703;Turmalina (MG);3138;6101;5277;7325;7723;56462;34999;10993;17471;34015;38372;22436;81884;56985;17396;71439;109092
3169802;Turvolândia (MG);6806;7117;10243;10458;14442;13833;15352;17276;19560;33916;33336;35253;33532;31476;39775;51578;37689
3169901;Ubá (MG);6095;8089;9533;9611;9803;10263;14436;13612;13523;16458;30498;25518;21483;18995;23864;18522;18717
3170008;Ubaí (MG);3427;4186;4496;4627;4781;5635;6656;7178;6365;6613;5354;7276;7310;8277;9543;8786;7900
3170057;Ubaporanga (MG);3825;5119;9207;9984;9640;12149;11947;12114;11260;21909;16496;14527;19787;17014;20867;18309;15760
3170107;Uberaba (MG);120700;195739;239452;259744;276983;318496;364171;341855;404486;487859;577745;575813;573426;490410;769614;781289;601485
3170206;Uberlândia (MG);90431;134632;161966;182246;169314;202902;224544;254232;352933;361441;397821;439100;421755;464063;557129;496261;474615
3170305;Umburatiba (MG);2194;2536;2980;2839;3036;3326;3916;3767;3496;3854;4100;15638;15030;14145;6648;5081;4200
3170404;Unaí (MG);139129;223313;230874;212162;185506;241293;337404;331521;327522;524024;568359;549698;521363;516606;819482;702894;695027
3170438;União de Minas (MG);15699;21162;25412;24850;25636;29718;32150;40053;39516;87216;39478;46180;53714;48182;70025;71075;52845
3170479;Uruana de Minas (MG);4652;9412;13762;13743;9321;9463;11176;9469;7896;9369;12753;12655;13061;13212;20786;14185;12285
3170503;Urucânia (MG);10515;12968;13560;13961;18089;17958;16274;18340;19449;42930;39116;39007;33444;27139;27401;31313;20011
3170529;Urucuia (MG);5132;9352;10681;9689;11457;12811;12520;13875;12571;20868;16971;9726;14187;17725;31468;28376;25309
3170578;Vargem Alegre (MG);1360;1861;2309;2413;2696;2795;3155;3196;3533;4908;2900;4169;5146;6444;6808;2822;2213
3170602;Vargem Bonita (MG);2849;3816;5923;5419;6254;6066;5297;6373;7830;12255;8853;8610;12641;11009;15326;11779;13372
3170651;Vargem Grande do Rio Pardo (MG);1219;2463;1791;1712;2139;2685;2900;3193;3724;4356;4530;5743;5565;18567;6201;7863;7970
3170701;Varginha (MG);17103;11747;23002;18653;28594;18558;27294;24194;29099;51831;38363;31785;43987;36606;64807;62898;51623
3170750;Varjão de Minas (MG);17452;18429;30440;33973;33549;35709;37867;39273;43370;75846;69612;67389;66773;71651;111847;89044;59479
3170800;Várzea da Palma (MG);10497;12863;82793;109748;78281;16313;30625;26378;37946;27031;39534;44849;36577;39033;56286;55090;50544
3170909;Varzelândia (MG);6121;6435;6695;6442;5428;6287;7829;8359;7860;8988;8202;9379;8489;6938;7083;6397;4873
3171006;Vazante (MG);23089;17826;37675;42408;19506;26063;33137;40022;41117;45270;47708;56429;58960;58607;98622;101368;97139
3171030;Verdelândia (MG);6223;7147;8969;10123;13052;11287;15513;15421;14941;20037;20109;26773;25169;19787;29463;22497;17972
3171071;Veredinha (MG);1935;2462;2730;2498;4195;4718;5735;2287;8085;12703;12538;16251;6250;5377;9490;23749;33806
3171105;Veríssimo (MG);10618;13554;23363;20322;18505;16410;24530;29410;29248;45480;38016;42857;47034;40836;71178;72893;59907
3171154;Vermelho Novo (MG);2924;2816;4326;5463;5483;4767;5140;5361;5661;11366;11875;8012;10451;16385;19277;8839;8303
3171204;Vespasiano (MG);329;414;485;392;391;384;353;458;381;528;622;735;768;664;793;554;513
3171303;Viçosa (MG);7294;9000;10148;10202;10824;12103;15301;13058;16718;23045;24652;22050;25171;26201;31823;19408;22616
3171402;Vieiras (MG);1798;2839;3592;3894;7541;7135;6510;7794;7300;17078;9400;7662;12435;9909;11930;5947;5836
3171501;Mathias Lobato (MG);1233;1397;1575;2488;2510;2641;1893;2108;1940;1898;2148;3154;3396;3126;3184;2684;2568
